location,coordinates,lat,lon
Çerkezköy,"['41.2862482', ' 27.999468']",41.2862482,27.999468
Kayseri Tomarza,"['38.7163126', ' 35.4939878']",38.7163126,35.4939878
Gumushane,"['40.2533219', ' 39.384968']",40.2533219,39.384968
Tire,"['38.086822', ' 27.7338358']",38.086822,27.7338358
Avcilar / Istanbul,"['40.9799389', ' 28.7216689']",40.9799389,28.7216689
İnegöl/Bursa,"['40.0800359', ' 29.5096528']",40.0800359,29.5096528
"Ereğli, Konya","['37.5140718', ' 34.0473423']",37.5140718,34.0473423
K.Maraş,"['51.5266057', ' 7.4648214']",51.5266057,7.4648214
Sultandağı,"['38.5322614', ' 31.229007']",38.5322614,31.229007
BANAZ,"['40.810299', ' 31.7337737']",40.810299,31.7337737
Eskipazar/Karabük,"['40.9446697', ' 32.5314185']",40.9446697,32.5314185
OSMANGAZİ/BURSA,"['40.182737', ' 29.0675481']",40.182737,29.0675481
"Konak , İzmir","['38.4237433', ' 27.1428019']",38.4237433,27.1428019
İZMİR/Konak,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
sivas/merkez,"['39.74698465', ' 37.039647876916774']",39.74698465,37.039647876916774
Malkara,"['40.8930819', ' 26.9023798']",40.8930819,26.9023798
Seyhan/ADANA,"['36.9863599', ' 35.3252861']",36.9863599,35.3252861
Konya / ereğli,"['37.5140718', ' 34.0473423']",37.5140718,34.0473423
ÇAMARDI,"['38.977058', ' 39.9743717']",38.977058,39.9743717
Samsun / Çarşamba,"['41.1982911', ' 36.7270196']",41.1982911,36.7270196
İstanbul/kadıköy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
KARAMAN/ERMENEK,"['36.6389037', ' 32.8888721']",36.6389037,32.8888721
Şavşat/Artvin,"['41.2524882', ' 42.3568859']",41.2524882,42.3568859
Ümraniye,"['41.0256362', ' 29.0963049']",41.0256362,29.0963049
Bilecik/Pazaryeri,"['39.9954056', ' 29.9031259']",39.9954056,29.9031259
Maltepe,"['40.9247539', ' 29.1310782']",40.9247539,29.1310782
Denizli/Merkezefendi,"['37.7806721', ' 29.082453']",37.7806721,29.082453
Tavşanlı / Kütahya,"['39.5451181', ' 29.4955923']",39.5451181,29.4955923
sultandagi,"['38.5322614', ' 31.229007']",38.5322614,31.229007
Keçiören-Ankara,"['39.977713', ' 32.8669801']",39.977713,32.8669801
Üsküdar / İstanbul,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
Bayrampaşa/istanbul,"['41.0345549', ' 28.9118417']",41.0345549,28.9118417
GAZIANTEP,"['37.0628317', ' 37.3792617']",37.0628317,37.3792617
SAMSUN - Çarşamba,"['41.1982911', ' 36.7270196']",41.1982911,36.7270196
KOCASİNAN,"['38.7395414', ' 35.4817131']",38.7395414,35.4817131
düzce/merkez,"['40.8391531', ' 31.1595361']",40.8391531,31.1595361
Lüleburgaz,"['41.4041358', ' 27.3554651']",41.4041358,27.3554651
Çüngüş,"['38.2118123', ' 39.2881193']",38.2118123,39.2881193
Hendek/SAKARYA,"['40.7955034', ' 30.7452727']",40.7955034,30.7452727
Bakırköy / Istanbul,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
GİRESUN,"['40.6531617', ' 38.5172032']",40.6531617,38.5172032
Ardahan/hanak,"['41.2362104', ' 42.8453768']",41.2362104,42.8453768
çorlu-tekirdağ,"['41.1590875', ' 27.8041066']",41.1590875,27.8041066
Kocaeli-gölcük,"['40.7169247', ' 29.819588']",40.7169247,29.819588
güneysınır/konya,"['37.2980654', ' 32.7211413']",37.2980654,32.7211413
POLATLI,"['39.5849888', ' 32.1421925']",39.5849888,32.1421925
tuzla istanbul,"['40.8161732', ' 29.3034194']",40.8161732,29.3034194
istanbul güngören,"['41.0252832', ' 28.8726498']",41.0252832,28.8726498
ARAÇ/KASTAMONU,"['41.2412014', ' 33.324933']",41.2412014,33.324933
kdz.ereğli,"['41.21509975', ' 31.41032012232061']",41.21509975,31.41032012232061
şırnak,"['37.455253', ' 42.5212049']",37.455253,42.5212049
Kadıköy/ İstanbul,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
bakırköy/istanbul,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
REYHANLI,"['36.2684483', ' 36.5672311']",36.2684483,36.5672311
İstanbul-Göztepe,"['40.96667', ' 29.08333']",40.96667,29.08333
erzincan,"['39.6073429', ' 39.2013209']",39.6073429,39.2013209
Erbaa/Tokat,"['40.6727614', ' 36.5714064']",40.6727614,36.5714064
ANKARA - YENİMAHALLE,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
LÜLEBURGAZ / KIRKLARELİ,"['41.4041358', ' 27.3554651']",41.4041358,27.3554651
Kadiköy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
"Meram, Konya","['37.8679527', ' 32.4946514']",37.8679527,32.4946514
Kadıköy/İSTANBUL,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
ankara/keçiören,"['39.977713', ' 32.8669801']",39.977713,32.8669801
Ergani,"['38.2689763', ' 39.7609219']",38.2689763,39.7609219
arhavi/artvin,"['41.3520702', ' 41.3093534']",41.3520702,41.3093534
inegöl,"['40.0800359', ' 29.5096528']",40.0800359,29.5096528
Bergama,"['39.1191544', ' 27.1777296']",39.1191544,27.1777296
gemlik,"['40.4301652', ' 29.1570698']",40.4301652,29.1570698
Kocaeli/Karamürsel,"['40.6912501', ' 29.6165859']",40.6912501,29.6165859
ARDAHAN POSOF,"['41.5083775', ' 42.7279524']",41.5083775,42.7279524
AKHİSAR,"['38.9240528', ' 27.8401895']",38.9240528,27.8401895
Kazan,"['55.7823547', ' 49.1242266']",55.7823547,49.1242266
Samandağ/HATAY,"['36.0851597', ' 35.9799375']",36.0851597,35.9799375
SUNGURLU,"['40.1652438', ' 34.3787827']",40.1652438,34.3787827
Van Merkez,"['37.9033665', ' 43.8833135']",37.9033665,43.8833135
BOLU,"['40.6212099', ' 31.6460259']",40.6212099,31.6460259
MUĞLA,"['37.1642053', ' 28.2624288']",37.1642053,28.2624288
Demirci,"['41.3707752', ' 33.8960363']",41.3707752,33.8960363
Gölbaşı,"['39.7925289', ' 32.8066652']",39.7925289,32.8066652
Mekke/S.arabistan,"['21.420847', '39.826869']",21.420847,39.826869
Mekke,"['21.420847', ' 39.826869']",21.420847,39.826869
Altındağ/ Ankara,"['39.9360124', ' 32.8424903']",39.9360124,32.8424903
iskenderun/hatay,"['36.5902266', ' 36.1710354']",36.5902266,36.1710354
Kağızman,"['40.140677', ' 43.1204632']",40.140677,43.1204632
Samsun Bafra,"['41.5665954', ' 35.9024777']",41.5665954,35.9024777
bristol,"['51.4538022', ' -2.5972985']",51.4538022,-2.5972985
arsin trabzon,"['40.9537303', ' 39.9325905']",40.9537303,39.9325905
milas,"['37.3169681', ' 27.7898502']",37.3169681,27.7898502
Çifteler/ESKİŞEHİR,"['39.3757408', ' 31.0378663']",39.3757408,31.0378663
ADIYAMAN/KAHTA,"['37.7860716', ' 38.6217178']",37.7860716,38.6217178
bursa iznik,"['40.4303445', ' 29.7223732']",40.4303445,29.7223732
KOCAELi,"['40.8216536', ' 29.9507184']",40.8216536,29.9507184
TRABLUS / LIBYA,"['32.896672', ' 13.1777923']",32.896672,13.1777923
TAVŞANLI,"['37.5001374', ' 41.581934']",37.5001374,41.581934
SERIK,"['36.9168682', ' 31.1047478']",36.9168682,31.1047478
ŞAHİNBEY/GAZİANTEP,"['37.0628317', ' 37.3792617']",37.0628317,37.3792617
Suudi Arabistan,"['25.6242618', ' 42.3528328']",25.6242618,42.3528328
Saray,"['38.3482204', ' 38.3209061']",38.3482204,38.3209061
Pendik - İstanbul,"['40.8801577', ' 29.231618']",40.8801577,29.231618
Altındağ - Ankara,"['39.9360124', ' 32.8424903']",39.9360124,32.8424903
erzurum / ispir,"['40.4833781', ' 40.9999611']",40.4833781,40.9999611
GERCÜŞ,"['37.5683088', ' 41.3852365']",37.5683088,41.3852365
ŞANLIURFA,"['37.2595198', ' 39.0408174']",37.2595198,39.0408174
ayvalık,"['39.3181095', ' 26.6916837']",39.3181095,26.6916837
Nazilli/Aydın,"['37.9097512', ' 28.3242062']",37.9097512,28.3242062
Söke-AYDIN,"['37.7519762', ' 27.4056294']",37.7519762,27.4056294
ALACA,"['38.75451', ' 39.0625805']",38.75451,39.0625805
Polatlı,"['39.5852226', ' 32.1436995']",39.5852226,32.1436995
Kağıthane,"['41.0812087', ' 28.9730151']",41.0812087,28.9730151
BEYKOZ/İSTANBUL,"['41.1343001', ' 29.0920378']",41.1343001,29.0920378
Viyana,"['48.2083537', ' 16.3725042']",48.2083537,16.3725042
Sarıgöl manisa,"['38.2382254', ' 28.6965768']",38.2382254,28.6965768
Hatay/Altınözü,"['36.1143379', ' 36.2495604']",36.1143379,36.2495604
Gönen/BALIKESİR,"['40.1044116', ' 27.6563981']",40.1044116,27.6563981
trabzon merkez,"['41.0035386', ' 39.7237249']",41.0035386,39.7237249
KIZILCAHAMAM,"['40.4700945', ' 32.6528555']",40.4700945,32.6528555
Manavgat/ANTALYA,"['36.7870124', ' 31.4406667']",36.7870124,31.4406667
çat/erzurum,"['39.6119267', ' 40.9774259']",39.6119267,40.9774259
BASKİL,"['38.5676802', ' 38.8232458']",38.5676802,38.8232458
Lice,"['48.5383477', ' 20.2983767']",48.5383477,20.2983767
reyhanlı/hatay,"['36.2684483', ' 36.5672311']",36.2684483,36.5672311
siverek,"['37.7540905', ' 39.3177426']",37.7540905,39.3177426
Selçuklu / KONYA,"['37.872734', ' 32.4924376']",37.872734,32.4924376
acıgöl/nevşehir,"['38.5406469', ' 34.6172761']",38.5406469,34.6172761
Üsküdar/Istanbul,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
Araklı,"['40.9358214', ' 40.0580406']",40.9358214,40.0580406
"İstanbul,Şişli","['41.0637891', ' 28.9831642']",41.0637891,28.9831642
ayvacık,"['40.9890631', ' 36.6304882']",40.9890631,36.6304882
YumurtalıkADANA,"['36.7675867', '35.7915869']",36.7675867,35.7915869
Bursa/Karacabey,"['40.2127591', ' 28.361454']",40.2127591,28.361454
Fatih / İSTANBUL,"['41.006381', ' 28.9758715']",41.006381,28.9758715
ZONGULDAK/EREĞLİ,"['41.2795516', ' 31.4229672']",41.2795516,31.4229672
Bozdoğan,"['37.6739133', ' 28.3132041']",37.6739133,28.3132041
SİVAS,"['39.4191717', ' 37.1012388']",39.4191717,37.1012388
Alaca,"['38.75451', ' 39.0625805']",38.75451,39.0625805
siverek /şanlıurfa,"['37.73635825', ' 39.33676302198202']",37.73635825,39.33676302198202
IĞDIR,"['39.8945292', ' 43.9427459']",39.8945292,43.9427459
KamanKIRŞHİR,"['41.682663', '32.34985']",41.682663,32.34985
Berlin,"['52.510885', ' 13.3989367']",52.510885,13.3989367
ardahan,"['41.0372501', ' 42.7462189']",41.0372501,42.7462189
MAÇKA-TRABZON,"['40.8120424', ' 39.6127153']",40.8120424,39.6127153
Küçükçekmece,"['40.9918737', ' 28.7711956']",40.9918737,28.7711956
MANİSA,"['38.8574402', ' 28.0565711']",38.8574402,28.0565711
Karaman/Ermenek,"['36.6389037', ' 32.8888721']",36.6389037,32.8888721
bilecik,"['40.1435101', ' 29.9752911']",40.1435101,29.9752911
Konya-Bozkır,"['37.1898741', ' 32.2472016']",37.1898741,32.2472016
yeni mahalle /ankara,"['39.0248059', ' 33.8043952']",39.0248059,33.8043952
manavgat,"['36.7870124', ' 31.4406667']",36.7870124,31.4406667
Bayındır,"['41.1923684', ' 33.7199841']",41.1923684,33.7199841
of,"['40.947642', ' 40.2694068']",40.947642,40.2694068
KÜTAHYA/TAVŞANLI,"['39.5451181', ' 29.4955923']",39.5451181,29.4955923
DERELİ,"['40.7390401', ' 38.4491316']",40.7390401,38.4491316
KALE / ANTALYA,"['36.3351228', ' 29.8150545']",36.3351228,29.8150545
KDZ.EREĞLİ,"['41.21509975', ' 31.41032012232061']",41.21509975,31.41032012232061
Kumru,"['40.8719806', ' 37.2618187']",40.8719806,37.2618187
antalya/manavgat,"['36.7870124', ' 31.4406667']",36.7870124,31.4406667
Hatay/Reyhanli,"['36.2684483', ' 36.5672311']",36.2684483,36.5672311
AMASYA TAŞOVA,"['40.7603491', ' 36.321973']",40.7603491,36.321973
ordu-ünye,"['41.1262405', ' 37.2853616']",41.1262405,37.2853616
Yenimahalle - ANKARA,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
Bafra,"['41.5665954', ' 35.9024777']",41.5665954,35.9024777
Kocaali/Sakarya,"['41.0542812', ' 30.8507446']",41.0542812,30.8507446
Dörtyol- Hatay,"['36.8371017', ' 36.2274002']",36.8371017,36.2274002
Dargeçit,"['37.5459484', ' 41.7206012']",37.5459484,41.7206012
kurtalan,"['37.9261138', ' 41.7001877']",37.9261138,41.7001877
seyhan,"['36.989907', ' 35.3214211']",36.989907,35.3214211
OSMANELİ,"['40.357266', ' 30.0162928']",40.357266,30.0162928
silopi,"['37.2491577', ' 42.4707504']",37.2491577,42.4707504
EMNÖNÜ,"['12.2527495', '0.8736106']",12.2527495,0.8736106
Sarıyer/ İSTANBUL,"['41.1685803', ' 29.0572623']",41.1685803,29.0572623
Hilvan Şanlıurfa,"['37.543886', ' 38.9114751']",37.543886,38.9114751
hassa/hatay,"['36.8001098', ' 36.5172243']",36.8001098,36.5172243
tortum,"['40.2970821', ' 41.5508252']",40.2970821,41.5508252
Sincik/Adıyaman,"['38.0291332', ' 38.6194328']",38.0291332,38.6194328
Şereflikoçhisar,"['38.9389329', ' 33.5438843']",38.9389329,33.5438843
adapazari,"['40.7755188', ' 30.4020898']",40.7755188,30.4020898
Maden/ELAZIĞ,"['38.3932271', ' 39.6702313']",38.3932271,39.6702313
SEYİTGAZİ/ ESKİŞEHİR,"['39.4443218', ' 30.6960183']",39.4443218,30.6960183
Yüreğir,"['39.1304752', ' 28.2898635']",39.1304752,28.2898635
malkara,"['40.8930819', ' 26.9023798']",40.8930819,26.9023798
Biga,"['40.2269793', ' 27.2428365']",40.2269793,27.2428365
GÜRÜN/SİVAS,"['38.7213343', ' 37.270935']",38.7213343,37.270935
Dargeçit/Mardin,"['37.5459484', ' 41.7206012']",37.5459484,41.7206012
EDİRNE,"['41.6759327', ' 26.5587225']",41.6759327,26.5587225
meram,"['37.8679527', ' 32.4946514']",37.8679527,32.4946514
ordu ünye,"['41.1262405', ' 37.2853616']",41.1262405,37.2853616
hekimhan,"['38.8165078', ' 37.930697']",38.8165078,37.930697
İstanbul Fatih,"['41.006381', ' 28.9758715']",41.006381,28.9758715
baskil,"['38.5676802', ' 38.8232458']",38.5676802,38.8232458
Ankara/Yenimahhale,"['39.7160439', '32.7059948']",39.7160439,32.7059948
Sürmene,"['40.9127715', ' 40.1134808']",40.9127715,40.1134808
niksar,"['40.5913282', ' 36.9434927']",40.5913282,36.9434927
KütahyaTavşanlı,"['39.2522508', '29.4937732']",39.2522508,29.4937732
Fethiye,"['36.6221019', ' 29.1153234']",36.6221019,29.1153234
ünye/ordu,"['41.1262405', ' 37.2853616']",41.1262405,37.2853616
HATAY,"['36.2025471', ' 36.1602908']",36.2025471,36.1602908
ulukışla,"['35.222767', ' 33.6168368']",35.222767,33.6168368
kurucaşile,"['41.8438903', ' 32.7207891']",41.8438903,32.7207891
Elbistan/Kahramanmaraş,"['38.2022294', ' 37.1903006']",38.2022294,37.1903006
Demokratik kongo cumhuriyeti kinshasa,"['-4.3196982', ' 15.3424196']",-4.3196982,15.3424196
Kars/Arpacay,"['40.60428', ' 43.6927431']",40.60428,43.6927431
amasya,"['40.6569451', ' 35.7727169']",40.6569451,35.7727169
Burhaniye,"['39.503059', ' 26.9807755']",39.503059,26.9807755
"Küçükçekmece, Istanbul","['40.9918737', ' 28.7711956']",40.9918737,28.7711956
Bornova/İZMİR,"['38.4660651', ' 27.2190721']",38.4660651,27.2190721
Ezine/Çanakkale,"['39.7859291', ' 26.3396872']",39.7859291,26.3396872
çorlu/ tekirdağ,"['41.1590875', ' 27.8041066']",41.1590875,27.8041066
Osman Gazi / BURSA,"['40.1966121', ' 28.802419']",40.1966121,28.802419
tire / izmir,"['38.086822', ' 27.7338358']",38.086822,27.7338358
bartın,"['41.4947715', ' 32.4354255']",41.4947715,32.4354255
Bornova-İZMİR,"['38.4660651', ' 27.2190721']",38.4660651,27.2190721
maltepe,"['40.9247539', ' 29.1310782']",40.9247539,29.1310782
TRABZON/ARSİN,"['40.9537303', ' 39.9325905']",40.9537303,39.9325905
GÖLBAŞI,"['39.7925289', ' 32.8066652']",39.7925289,32.8066652
Kırcali - Bulgaristan,"['41.643746', ' 25.3722156']",41.643746,25.3722156
Boyabat/Sinop,"['41.4689736', ' 34.7672274']",41.4689736,34.7672274
DEVELİ / KAYSERİ,"['38.3879285', ' 35.4900997']",38.3879285,35.4900997
GedizKütahya,"['38.993429', '29.3911585']",38.993429,29.3911585
eskisehir,"['39.7743941', ' 30.519116']",39.7743941,30.519116
Elmadağ,"['39.9173198', ' 33.2343945']",39.9173198,33.2343945
Altınözü - HATAY,"['36.1143379', ' 36.2495604']",36.1143379,36.2495604
Konak-İZMİR,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
DÜZCE,"['40.8774545', ' 31.2009618']",40.8774545,31.2009618
istanbul/kadıköy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
GAZİOSMANPAŞA,"['41.0578305', ' 28.9122452']",41.0578305,28.9122452
polatlı,"['39.5852226', ' 32.1436995']",39.5852226,32.1436995
Keşan.,"['40.8548793', ' 26.6303057']",40.8548793,26.6303057
ALACAKAYA/ ELAZIĞ,"['38.4621679', ' 39.8625233']",38.4621679,39.8625233
DÜZKÖY/TRABZON,"['40.92559', ' 39.2078893']",40.92559,39.2078893
Adıyaman /Çelikhan,"['40.9674235', ' 29.2750883']",40.9674235,29.2750883
Taşlıçay,"['39.6333304', ' 43.3776762']",39.6333304,43.3776762
ÇAYCUMA,"['41.4269456', ' 32.0728211']",41.4269456,32.0728211
ÇELİKHAN / ADIYAMAN,"['38.0333091', ' 38.2423891']",38.0333091,38.2423891
aydın / merkez,"['37.8471749', ' 27.8337255']",37.8471749,27.8337255
TUNCELİ,"['39.1060641', ' 39.5482693']",39.1060641,39.5482693
sason,"['50.9295798', ' 13.4585052']",50.9295798,13.4585052
ALANYA,"['36.8864752', ' 30.7029585']",36.8864752,30.7029585
bergama / izmir,"['39.1191544', ' 27.1777296']",39.1191544,27.1777296
Mudanya BURSA,"['40.3752582', ' 28.8837929']",40.3752582,28.8837929
Baklan,"['37.7660666', ' 31.0477996']",37.7660666,31.0477996
YOZGAT/Çayıralan,"['39.3041026', ' 35.6459653']",39.3041026,35.6459653
taşova amasya,"['40.7603491', ' 36.321973']",40.7603491,36.321973
Alanya / Antalya,"['36.8864752', ' 30.7029585']",36.8864752,30.7029585
küçükçekmece,"['40.9918737', ' 28.7711956']",40.9918737,28.7711956
KANDIRA,"['14.0382609', ' 11.485825']",14.0382609,11.485825
yeşilhisar,"['38.3522777', ' 35.0886827']",38.3522777,35.0886827
Turhal/Tokat,"['40.3868287', ' 36.0838319']",40.3868287,36.0838319
İskenderun/Hatay,"['36.5902266', ' 36.1710354']",36.5902266,36.1710354
Ereğli/KONYA,"['37.5140718', ' 34.0473423']",37.5140718,34.0473423
ist/fatih,"['41.0097157', ' 28.9550952']",41.0097157,28.9550952
Pütürge/Malatya,"['38.1973443', ' 38.8702321']",38.1973443,38.8702321
aksaray,"['38.4326291', ' 33.8976963']",38.4326291,33.8976963
bursa/yıldırım,"['40.1877165', ' 29.0809205']",40.1877165,29.0809205
kirikhan,"['39.5523706', ' 41.3079506']",39.5523706,41.3079506
Patnos/Ağrı,"['39.2334202', ' 42.8612338']",39.2334202,42.8612338
Kaman,"['41.682663', ' 32.34985']",41.682663,32.34985
darende,"['38.5573096', ' 37.4926521']",38.5573096,37.4926521
Güdül,"['40.2104614', ' 32.2432252']",40.2104614,32.2432252
Tervel/Bulgaristan,"['43.7480676', ' 27.4058887']",43.7480676,27.4058887
KADİKÖY,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
Alacakaya,"['38.4621679', ' 39.8625233']",38.4621679,39.8625233
baykan,"['38.162873', ' 41.7856854']",38.162873,41.7856854
Ardanuç,"['41.1222881', ' 42.0681796']",41.1222881,42.0681796
edremit/van,"['38.4258091', ' 43.260234']",38.4258091,43.260234
KARTAL/İSTANBUL,"['40.88858', ' 29.1856536']",40.88858,29.1856536
Solhan/Bingöl,"['38.9659351', ' 41.0518147']",38.9659351,41.0518147
silivri,"['41.0742476', ' 28.2481709']",41.0742476,28.2481709
kocaeli/izmit,"['40.7721138', ' 29.9505623']",40.7721138,29.9505623
KAMAN,"['41.682663', ' 32.34985']",41.682663,32.34985
safranbolu,"['41.2456658', ' 32.6929575']",41.2456658,32.6929575
Kadıköy-İstanbul,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
YATAĞAN,"['37.3416697', ' 28.1395113']",37.3416697,28.1395113
suruç,"['36.9751849', ' 38.424295']",36.9751849,38.424295
SİVAS/MERKEZ,"['39.74698465', ' 37.039647876916774']",39.74698465,37.039647876916774
Tavşanlı/Kütahya,"['39.5451181', ' 29.4955923']",39.5451181,29.4955923
OSMANGAZİ / BURSA,"['40.182737', ' 29.0675481']",40.182737,29.0675481
VEZİRKÖPRÜ,"['41.1433899', ' 35.4604721']",41.1433899,35.4604721
BAĞCILAR,"['41.034547', ' 28.8567558']",41.034547,28.8567558
mut/mersin,"['36.6434207', ' 33.437263']",36.6434207,33.437263
Demirözü,"['39.200245', ' 30.335972']",39.200245,30.335972
TARSUS/MERSİN,"['36.9164834', ' 34.895149']",36.9164834,34.895149
gleize / Fransa 69400,"['45.9888277', ' 4.6971455']",45.9888277,4.6971455
VAKFIKEBİR / TRABZON,"['41.047236', ' 39.2761909']",41.047236,39.2761909
Konya / Akşehir,"['38.3588503', ' 31.4201959']",38.3588503,31.4201959
Erzinca,"['39.6073429', ' 39.2013209']",39.6073429,39.2013209
IDIL,"['37.3401862', ' 41.8924031']",37.3401862,41.8924031
bolu,"['40.6212099', ' 31.6460259']",40.6212099,31.6460259
M.K.PAŞA/BURSA,"['2.3293744', '102.2880962']",2.3293744,102.2880962
kastamonu,"['41.3680217', ' 33.7619177']",41.3680217,33.7619177
FETHİYE / MUĞLA,"['36.6221019', ' 29.1153234']",36.6221019,29.1153234
Koyulhisar,"['40.301321', ' 37.8322757']",40.301321,37.8322757
ivrindi/balıkesir,"['39.5819244', ' 27.4852036']",39.5819244,27.4852036
ödemiş,"['38.227747', ' 27.9687635']",38.227747,27.9687635
Akçadağ/MALATYA,"['38.3443581', ' 37.9711325']",38.3443581,37.9711325
Altınözü,"['36.1143379', ' 36.2495604']",36.1143379,36.2495604
hatay/samandağ,"['36.0851597', ' 35.9799375']",36.0851597,35.9799375
kumluca,"['36.3669046', ' 30.2858418']",36.3669046,30.2858418
YALVAÇ,"['38.2994784', ' 31.1759426']",38.2994784,31.1759426
Bursa-Osmangazi,"['40.182737', ' 29.0675481']",40.182737,29.0675481
ş.urfa,"['50.1120693', ' 8.7133017']",50.1120693,8.7133017
Izmir/Bornova,"['38.4660651', ' 27.2190721']",38.4660651,27.2190721
şuhut/AFYONKARAHİSAR,"['38.5339612', ' 30.5461288']",38.5339612,30.5461288
bayburt,"['40.2023027', ' 40.2121599']",40.2023027,40.2121599
TARSUS,"['36.9164834', ' 34.895149']",36.9164834,34.895149
İslahiye,"['37.025109', ' 36.6331302']",37.025109,36.6331302
Tavas - Denizli,"['37.5729263', ' 29.0712601']",37.5729263,29.0712601
Antalya/Korkuteli,"['37.0666523', ' 30.1970497']",37.0666523,30.1970497
Tokat-Merkez,"['40.3233534', ' 36.552162']",40.3233534,36.552162
Şarköy,"['40.6148728', ' 27.1121862']",40.6148728,27.1121862
Seyhan ADANA,"['36.9863599', ' 35.3252861']",36.9863599,35.3252861
AHMETLİ,"['37.7523952', ' 40.9459076']",37.7523952,40.9459076
Finike,"['34.7529512', ' 32.5686492']",34.7529512,32.5686492
"Konya, Akşehir","['38.3588503', ' 31.4201959']",38.3588503,31.4201959
bulancak,"['40.9389231', ' 38.2318776']",40.9389231,38.2318776
isparta,"['37.9465412', ' 30.9602093']",37.9465412,30.9602093
Afyonkarahisar/ Şuhut,"['38.5339612', ' 30.5461288']",38.5339612,30.5461288
taşova-amasya,"['40.7603491', ' 36.321973']",40.7603491,36.321973
Karaçoban,"['37.6841854', ' 35.4681587']",37.6841854,35.4681587
Konya/Ereğli,"['37.5140718', ' 34.0473423']",37.5140718,34.0473423
ağrı/doğubeyazıt,"['39.5483366', ' 44.0793593']",39.5483366,44.0793593
Ayrancı/KARAMAN,"['37.3556649', ' 33.70886424752913']",37.3556649,33.70886424752913
ERMENEK,"['36.6389037', ' 32.8888721']",36.6389037,32.8888721
gönen,"['40.1044116', ' 27.6563981']",40.1044116,27.6563981
ADANA/SEYHAN,"['36.9863599', ' 35.3252861']",36.9863599,35.3252861
ahlat,"['41.2099622', ' 41.874528']",41.2099622,41.874528
Derik,"['-7.4959973', ' 109.4310793']",-7.4959973,109.4310793
konya-ereğli,"['37.5140718', ' 34.0473423']",37.5140718,34.0473423
Almanya/Kempten,"['47.7267063', ' 10.3168835']",47.7267063,10.3168835
Ankara/Beypazarı,"['40.1589184', ' 31.9293675']",40.1589184,31.9293675
Bayrampaşa,"['41.0345549', ' 28.9118417']",41.0345549,28.9118417
Yığılca,"['40.9599953', ' 31.4446682']",40.9599953,31.4446682
karşıyaka,"['38.503445150000005', ' 27.113455434284667']",38.503445150000005,27.113455434284667
TERCAN,"['39.7776532', ' 40.3835644']",39.7776532,40.3835644
GÖLCÜK/KOCAELİ,"['40.7169247', ' 29.819588']",40.7169247,29.819588
Kayseri /Kocasinan,"['38.7395414', ' 35.4817131']",38.7395414,35.4817131
İstanbul/Pendik,"['40.8801577', ' 29.231618']",40.8801577,29.231618
İzmirKonak,"['38.4185042', '27.1290835']",38.4185042,27.1290835
Kartal İstanbul,"['40.88858', ' 29.1856536']",40.88858,29.1856536
Macoo,"['52.0215206', ' 8.5316455']",52.0215206,8.5316455
Kırıkhan-Hatay,"['36.4989553', ' 36.3621728']",36.4989553,36.3621728
Alanya/Antalya,"['36.8864752', ' 30.7029585']",36.8864752,30.7029585
çameli,"['37.0761111', ' 29.3447222']",37.0761111,29.3447222
Gemlik / BURSA,"['40.4301652', ' 29.1570698']",40.4301652,29.1570698
İSKENDERUN,"['36.5902266', ' 36.1710354']",36.5902266,36.1710354
Bakırköy/istanbul,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
tunceli ovacık,"['39.3583833', ' 39.2144472']",39.3583833,39.2144472
ADIYAMAN-BESNİ,"['37.6910896', ' 37.8622739']",37.6910896,37.8622739
manavgat antalya,"['36.7870124', ' 31.4406667']",36.7870124,31.4406667
Artvin/şavşat,"['41.2524882', ' 42.3568859']",41.2524882,42.3568859
Kütahya / Tavşanlı,"['39.5451181', ' 29.4955923']",39.5451181,29.4955923
Bucak,"['37.4567447', ' 30.5855392']",37.4567447,30.5855392
Bolu-Mengen,"['40.939476', ' 32.0756763']",40.939476,32.0756763
Maltepe / İstanbul,"['40.9247539', ' 29.1310782']",40.9247539,29.1310782
Türkoğu/KAHRAMANMARAŞ,"['49.790952', '20.3793521']",49.790952,20.3793521
VEZİRKÖRÜ,"['16.7323022', '48.6084967']",16.7323022,48.6084967
kahta/adıyaman,"['37.7860716', ' 38.6217178']",37.7860716,38.6217178
Soma/Manisa,"['39.185172', ' 27.6088792']",39.185172,27.6088792
Karaman/Merkez,"['37.1808502', ' 33.2194554']",37.1808502,33.2194554
Körfez,"['40.760756', ' 29.7839402']",40.760756,29.7839402
